1,-0.645299607,17.15356111,10.34366818,6.212680552,10.58135255,5.787658939,3.442162438,2.890752516,1.492203917,0.202696046,-0.159872779,4.172322771,0.492202891,2.986967881,1.733211583,3.662128121,2.032771593,1.939662518,-1.382265201,3.705196866,1.202696673,-0.382265201,4.500377084,5.247090584,-0.382265201,0.032770888,0.492202891,3.442162305,1.032770888,0.032770888
2,-0.746644812,14.99417144,11.05385188,7.154223191,9.382317326,2.897212346,3.4628096,3.31944539,2.008243766,2.008243766,2.679621069,3.807945173,0.575284251,3.501283848,1.253356398,3.679621069,1.712787247,2.80794507,-0.424716717,4.319445462,2.538758648,0.712787687,5.15422313,5.566239331,0.253356398,1.645673533,1.712788127,1.712787687,1.060710802,1.645673533
3,-0.017354265,17.81375091,10.27972696,4.618235542,11.60090133,8.654567042,2.7900017,2.384745283,2.384745007,0.634723361,-1.239746686,3.365116492,-0.824709187,5.014495806,1.175291452,2.49721993,-0.017354265,2.847717357,-0.239746686,6.330110105,2.423219402,-0.502779048,4.304574998,4.683086632,0.175290813,0.875731317,0.634723361,2.304574998,-2.824709187,0.875731317
4,-0.769132983,15.40343956,7.424801556,5.349806639,12.67872366,7.63813334,3.994631222,4.192797556,3.701185621,3.24581599,-1.032167389,3.588417582,1.645903133,5.561782459,1.400790926,3.275259795,1.645904055,1.73336649,0.733367357,7.814575186,2.733366056,0.105334794,4.373823718,5.657130342,1.453258384,2.528546315,0.105334794,1.733366056,1.169465189,2.503884239
5,7.218935744,15.64991095,8.885455689,10.07536131,6.905436312,3.018234667,3.218935811,6.277829445,2.218935811,4.388860778,3.919375458,1.441327834,1.100853387,5.125826345,2.803898209,4.881900677,1.441328366,3.84342645,-1.366027619,4.49195421,2.4413281,-0.366027619,3.95590122,6.460521753,1.803898209,-0.366027619,0.218934882,5.060238001,-0.366027619,-0.366027619
6,2.259756368,15.2650945,9.563056289,9.923220673,8.872139733,0.819183389,5.141111689,5.70531563,0.819183389,4.438093403,0.333756889,2.91871939,1.614073778,1.596791104,2.766716212,4.161575736,1.918719008,3.596790985,-0.40320985,2.596791104,2.869809631,-1.988172351,7.770051902,7.45684353,0.333755744,0.596792058,-1.988172351,1.819183798,0.333756889,0.596792058
7,0.681353907,16.88658113,8.487419204,3.359424884,9.041541651,-0.640575537,3.003281102,1.944387713,1.818856695,1.166780349,1.359425025,2.446887966,-1.640573288,2.882987103,1.215845301,0.944387713,-0.055610787,3.217406156,-0.055610787,6.859270785,0.944387713,-1.640573288,4.114312715,5.802368372,-0.055610787,0.681353007,0.681353907,2.0598647,-0.055612287,0.681353007
8,0.001794561,16.62222724,11.43419444,7.500339643,9.315862936,0.788385866,5.086066486,4.036313511,2.290886747,2.290886452,1.662854908,5.646366948,2.726985503,3.451351055,0.525351293,4.157619784,2.847279789,1.662855364,0.525352296,5.470209993,2.010778765,-1.796575799,6.301455534,6.587127713,1.203423574,0.788385866,0.525352296,3.290886305,3.847279589,0.788385866
9,0.776560524,16.15310304,12.00637954,8.719073834,8.94481358,0.191598023,3.513524854,5.049577798,0.776560524,3.439524339,0.776559681,3.835453101,1.513525612,4.476999076,1.513524602,3.049577972,2.439524207,2.583914483,-0.808401977,6.305339003,0.191598023,-0.022089479,5.26841246,5.82822145,1.361521901,0.776559681,0.513525107,1.892036575,0.998951501,0.776559681
10,1.198436948,14.77686737,8.933145334,6.089206663,10.02710114,-0.38652681,6.477659359,2.520364414,1.42082892,4.700936086,3.072905151,2.935401284,2.700936364,4.861400753,3.07290498,4.544210744,4.168062162,2.520364414,2.072905323,2.313913053,1.935401662,0.198437576,3.700936475,7.317376786,-1.386524924,1.78339882,0.338148424,0.935401662,2.420828112,1.78339882
11,0.125738375,15.03133824,12.19887708,9.554099866,10.17354525,3.247268121,6.191828848,6.641439514,0.125739697,2.826179314,2.295664552,4.447667726,3.649301481,4.880627199,1.125739036,5.769595808,6.136966922,4.170133696,-0.874261625,5.839985177,3.710701977,0.982605837,5.996104338,7.822707214,0.125738375,2.447667528,0.518219941,3.710702088,1.710701757,2.447667528
12,-0.221877326,17.72773256,13.20590584,6.512356688,8.675107635,1.026930339,4.289964272,4.874926822,2.705001845,2.705001845,-0.294998818,5.446468714,-0.294998818,4.537891786,2.289964272,3.164433444,3.097319363,2.952929347,2.026930339,4.405441444,1.705002067,-1.294997048,3.228563984,5.611892367,3.874926675,0.705002067,1.512356862,3.792464544,1.512356862,0.705002067
13,-0.028456078,17.43347902,11.8306905,7.746331055,11.73600097,6.080068443,-0.028456078,2.778898844,3.556506423,2.358486656,1.409770025,0.971543922,-0.028456078,3.671983753,-0.028456078,1.971543922,1.197967136,1.971543922,4.430975607,3.430975674,3.671983753,1.556506423,5.015938086,6.586253841,2.971543922,1.556506423,2.556506423,4.556506484,1.698266571,1.556506423
14,1.695591673,17.14873499,10.17150769,3.464977159,8.837000563,6.849026964,1.406084363,4.094139436,2.628476395,1.406083274,0.171984249,1.759720441,-0.86838334,4.908583806,0.236158272,2.662423597,-1.178874327,1.628476862,2.628476162,3.836071468,2.143048868,-0.178879227,3.385905875,4.728011586,0.043513894,-1.178877594,2.628475928,1.406083274,-0.554487918,-1.178877594
15,1.317250806,17.41465002,7.441371844,10.68466529,9.85349775,2.776682214,5.22414117,2.317250806,1.317250806,4.961106718,1.317250806,1.317250806,2.317250806,3.487175679,3.017690346,6.058717532,2.487175807,0.902213306,-0.682749194,4.072138051,3.48717555,1.403612488,5.621031319,8.075473748,1.902213306,2.317250806,0.558353584,1.639178437,2.776682003,2.317250806
16,0.12551357,16.75647689,11.80147008,8.119866483,12.17909959,9.921552656,5.212975905,0.12551357,2.447441136,2.932868114,0.12551357,1.71047563,4.517830489,4.517830489,3.447441136,5.03240368,2.71047563,0.12551357,0.521754195,3.447441136,4.125513074,2.71047563,8.900300113,7.633307687,1.71047563,2.447441136,1.125512908,1.125512908,4.212975866,2.447441136
17,4.637955867,16.94532572,9.199166189,5.323320057,11.04044924,0.750430713,1.887934236,4.013464761,1.887934236,1.428502618,1.598427619,2.235857233,0.013465118,4.494591552,0.428502618,3.235857233,-0.571497382,3.235857387,1.887934236,4.695288824,3.286483465,1.428502082,3.557785512,6.837893226,-0.313001132,1.598427143,1.23585754,3.128942006,-0.066260194,1.598427143
18,1.764689249,16.33081796,11.35527662,10.20970442,11.98989701,2.014208952,6.379399405,2.34965175,1.764689249,2.572044414,-0.235310751,3.086617684,4.572044474,5.974142936,2.764689461,5.830778769,2.572044414,2.572044414,0.785929945,6.157006975,4.086617684,1.349652316,6.240422966,8.165569002,2.086617684,2.34965175,1.015387464,2.349652033,4.224121177,2.34965175
19,1.854297779,15.99401134,8.201996303,5.375145214,15.13178094,1.567790257,4.230755295,0.982828243,1.567790257,0.982827513,2.046549269,3.567790257,4.070290569,5.44225943,3.152752757,5.474680917,4.626683907,2.728815958,1.982828243,3.44225933,3.3047559,2.790182748,6.865470822,7.375145205,3.790182748,2.790182748,1.593349329,6.027221897,5.152752757,2.790182748
20,0.404004972,15.12261552,10.70305064,6.229646483,8.514769134,8.344005111,2.918579153,2.503542099,2.056083007,3.86343778,0.404006062,3.844578783,0.181614004,3.900432026,0.596650868,3.269076546,1.297090439,3.05608266,0.181612732,8.4960082,1.684114046,0.596650868,4.378011171,5.73620264,1.844578883,0.404004972,1.988968563,2.181614004,-0.081419893,0.404004972
