1,0.40788232,0.474252106,0.194137918,0.575259131,0.402729347,0.428588712,0.015034293,0.655024849,0.782279408,0.395453498,0.115636595,0.851680462,0.692761059,0.015998342,0.591476588,0.784040467,0.076891372,0.532928164,0.748602402,0.569881549,0.168566848,0.254798632,0.623765714
2,0.051538637,0.056352977,0.23171672,0.189161446,0.954275469,0.095279804,0.022852896,0.871365756,0.727740117,0.643323703,0.072928332,0.631683884,0.910925431,0.018925183,0.425245319,0.828124204,0.195797915,0.679991269,0.100492961,0.491423861,0.49962589,0.779100255,0.069782108
3,0.406227425,0.326550894,0.72094609,0.562853368,0.459895754,0.051985514,0.018407282,0.395979113,0.586077923,0.372169072,0.378258026,0.891854064,0.844588061,0.036292397,0.783049207,0.915763354,0.246171851,0.276004073,0.557136539,0.549358504,0.375863867,0.622404446,0.587690493
4,0.09497899,0.17199539,0.857885582,0.48100606,0.540033485,0.586526732,0.021621115,0.209377236,0.516949711,0.22518078,0.139874087,0.836847295,0.659537051,0.150552148,0.837629263,0.981476034,0.275065541,0.520353927,0.205779531,0.089359384,0.228733251,0.574780188,0.114781498
5,0.013434989,0.652322456,0.068861663,0.430477228,0.962295612,0.037281823,0.012257998,0.938843988,0.95942478,0.472231401,0.80199739,0.14314388,0.960327796,0.017448477,0.958009821,0.962602899,0.585835699,0.261797894,0.873365251,0.853465384,0.857458991,0.923670702,0.873802596
6,0.014659116,0.015251526,0.179192653,0.623794246,0.968468843,0.551149932,0.025930359,0.658191193,0.957134834,0.812406966,0.090703853,0.291026672,0.384782735,0.813474355,0.966302015,0.766249316,0.874731285,0.513000589,0.510646322,0.639592928,0.932288192,0.905447581,0.447861746
7,0.126561391,0.166652065,0.142277179,0.431533594,0.960842647,0.381958856,0.016433276,0.397340717,0.758662937,0.437299843,0.581613614,0.14361918,0.892526481,0.017189925,0.931419335,0.613888169,0.072756123,0.02397168,0.827147892,0.19821702,0.582975786,0.843245456,0.768892632
8,0.284725239,0.519103392,0.209786745,0.433414347,0.670437921,0.427940939,0.019445773,0.815325579,0.609868589,0.192656477,0.517666302,0.723427872,0.733398031,0.023986274,0.880048121,0.937018133,0.580926616,0.369928992,0.178187977,0.552440969,0.601940314,0.57640146,0.150143461
9,0.208370261,0.59198291,0.131089637,0.063454884,0.882764319,0.060820657,0.01672908,0.785356548,0.657492687,0.053783914,0.111941051,0.663165049,0.165281184,0.018534254,0.765590325,0.668882347,0.118200246,0.647662288,0.120997242,0.502971688,0.389348597,0.592510512,0.479931637
10,0.015597203,0.023154847,0.332158918,0.108126284,0.480079749,0.046238931,0.017141456,0.148581093,0.629230757,0.105397856,0.501645219,0.476172352,0.125561445,0.024205402,0.608640854,0.875983892,0.120685392,0.300048334,0.635886363,0.539857941,0.16965429,0.639885649,0.667644544
